#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
 7311 201.7099169 -47.4863114 22.638 21.463 20.283 20.188 19.275 19.010 18.812 18.588
 7312 201.7091681 -47.4863055 22.043 21.040 20.044 20.084 19.155 18.993 18.772 18.448
 7313 201.7072043 -47.4863099 20.789 19.841 19.003 18.934 18.169 17.970 17.773 17.573
 7314 201.7049548 -47.4863090 22.479 21.418 20.505 20.516 19.656 19.464 19.225 18.997
 7315 201.6934138 -47.4863368 20.261 19.467 18.720 18.751 18.028 17.869 17.674 17.464
 7316 201.6922168 -47.4863361 20.777 19.904 19.131 19.138 18.399 18.234 18.011 17.814
 7317 201.6905241 -47.4863413 22.104 21.116 20.127 20.192 19.358 19.163 18.922 18.704
 7318 201.6879334 -47.4863332 23.817 22.496 21.402 21.224 20.204 19.996 19.764 19.486
 7319 201.6844745 -47.4863544 21.504 20.608 19.829 19.890 19.110 18.944 18.741 18.511
 7320 201.6645126 -47.4863629 21.793 20.561 19.398 19.165 18.286 18.098 17.875 17.654
 7321 201.7119124 -47.4862883 23.018 21.914 20.752 20.722 19.795 19.571 19.349 19.108
 7322 201.7052102 -47.4862896 20.964 20.127 19.298 19.335 18.582 18.399 18.186 17.984
 7323 201.6944117 -47.4863044 21.073 20.196 19.371 19.423 18.636 18.511 18.308 18.007
 7324 201.6899837 -47.4863164 22.333 21.292 20.347 20.313 19.475 19.295 19.071 18.851
 7325 201.6757296 -47.4863383 21.530 20.638 19.766 19.850 19.030 18.873 18.640 18.424
 7326 201.6627008 -47.4863629 21.417 20.528 19.738 19.775 19.037 18.844 18.666 18.446
 7327 201.7312802 -47.4862357 21.935 21.019 20.051 20.094 19.274 19.085 18.849 18.631
 7328 201.7309532 -47.4862344 21.698 20.722 19.678 19.701 18.855 18.650 18.416 18.223
 7329 201.7164272 -47.4862567 21.022 20.194 19.388 19.462 18.716 18.536 18.334 18.133
 7330 201.7148652 -47.4862515 21.681 20.765 19.838 19.907 19.113 18.902 18.694 18.491
 7331 201.7086970 -47.4862796 21.964 20.695 19.516 19.231 18.336 18.139 17.905 17.697
 7332 201.7031167 -47.4862756 24.676 23.153 21.710 21.369 20.368 20.029 19.768 19.603
 7333 201.6908170 -47.4862911 21.490 20.573 19.767 19.797 19.038 18.863 18.654 18.427
 7334 201.6898421 -47.4862904 24.169 22.818 21.454 21.257 20.221 20.009 19.761 19.473
 7335 201.6876469 -47.4862955 20.701 19.809 18.988 18.959 18.201 18.031 17.813 17.611
 7336 201.6839712 -47.4863155 23.709 22.372 21.044 20.825 19.894 19.688 19.449 19.219
 7337 201.6784761 -47.4863125 22.599 21.533 20.438 20.442 19.524 19.341 19.113 18.878
 7338 201.6650235 -47.4863416 23.875 22.531 21.292 21.129 20.128 19.904 19.674 19.410
 7339 201.7191988 -47.4862295 23.850 22.538 21.332 21.114 20.208 19.898 19.650 19.506
 7340 201.7134429 -47.4862402 21.955 20.978 20.088 20.050 19.266 19.054 18.850 18.674
 7341 201.7067951 -47.4862677 24.150 22.699 21.313 21.198 20.164 19.946 19.686 19.419
 7342 201.7028879 -47.4862629 21.308 20.416 19.571 19.619 18.863 18.641 18.428 18.260
 7343 201.6958790 -47.4862606 22.224 21.067 19.888 19.693 18.793 18.627 18.384 18.183
 7344 201.6949452 -47.4862698 20.610 19.787 19.072 19.120 18.407 18.236 18.033 17.842
 7345 201.6914303 -47.4862840 21.003 20.180 19.411 19.450 18.732 18.546 18.335 18.145
 7346 201.6902404 -47.4862801 20.566 19.739 19.022 19.066 18.345 18.179 17.987 17.769
 7347 201.6836351 -47.4862948 23.864 22.462 21.276 21.185 20.178 19.970 19.734 19.464
 7348 201.6795292 -47.4862964 21.677 20.727 19.824 19.821 19.025 18.809 18.576 18.397
 7349 201.6744237 -47.4863056 21.058 20.195 19.351 19.413 18.653 18.474 18.270 18.056
 7350 201.7171466 -47.4862208 20.610 19.757 18.998 19.016 18.284 18.096 17.903 17.710
 7351 201.7128635 -47.4862292 22.227 21.210 20.234 20.288 19.432 19.238 19.003 18.782
 7352 201.7065677 -47.4862211 22.262 21.268 20.228 20.292 19.442 19.232 19.016 18.789
 7353 201.7021910 -47.4862471 24.919 23.305 21.922 21.573 20.511 20.266 20.025 19.729
 7354 201.7016632 -47.4862566 21.161 20.282 19.403 19.468 18.734 18.527 18.312 18.127
 7355 201.6977339 -47.4862562 23.980 22.641 21.442 21.241 20.236 20.011 19.745 19.540
 7356 201.6919028 -47.4862546 21.597 20.666 19.727 19.773 18.958 18.786 18.552 18.340
 7357 201.6895203 -47.4862537 25.102 23.807 21.953 21.638 20.469 20.236 19.948 19.684
 7358 201.6855048 -47.4862701 20.940 20.113 19.313 19.372 18.621 18.463 18.248 18.027
 7359 201.6680738 -47.4862935 24.899 23.099 21.873 21.555 20.507 20.274 19.997 19.841
 7360 201.6512738 -47.4862960 20.626 19.800 19.083 19.131 18.447 18.265 18.070 17.885
 7361 201.7034114 -47.4862062 20.844 20.005 19.216 19.278 18.535 18.366 18.164 17.944
 7362 201.6935281 -47.4862307 20.760 19.894 19.102 19.106 18.364 18.193 17.982 17.773
 7363 201.6555153 -47.4862871 21.491 20.562 19.745 19.748 18.986 18.805 18.608 18.401
 7364 201.6543533 -47.4862904 20.913 20.093 19.322 19.322 18.571 18.402 18.212 17.971
 7365 201.7187170 -47.4861688 22.446 21.387 20.368 20.345 19.480 19.265 19.024 18.833
 7366 201.7113074 -47.4861724 23.654 22.389 21.057 20.987 20.007 19.784 19.545 19.292
 7367 201.7100878 -47.4861932 23.440 22.046 20.723 20.429 19.437 19.252 19.015 18.788
 7368 201.7077978 -47.4861927 20.641 19.864 19.092 19.128 18.348 18.218 18.012 17.726
 7369 201.6809554 -47.4862161 21.338 20.505 19.649 19.725 18.941 18.763 18.559 18.336
 7370 201.7291509 -47.4861349 23.551 22.109 21.043 20.979 20.064 19.826 19.629 19.343
 7371 201.7204194 -47.4861555 20.898 20.095 19.315 19.392 18.659 18.457 18.245 18.057
 7372 201.7198231 -47.4861463 23.922 22.657 21.431 21.195 20.205 19.994 19.746 19.546
 7373 201.7184553 -47.4861608 24.697 23.158 21.869 21.505 20.417 20.186 19.928 19.665
 7374 201.7176088 -47.4861436 21.855 20.871 19.884 19.884 19.044 18.851 18.633 18.420
 7375 201.6987913 -47.4861760 22.851 21.762 20.699 20.610 19.709 19.533 19.281 19.063
 7376 201.6982434 -47.4861910 22.517 21.443 20.395 20.452 19.569 19.357 19.135 18.912
 7377 201.6962238 -47.4861868 20.730 19.911 19.137 19.201 18.477 18.307 18.102 17.911
 7378 201.6880526 -47.4861862 24.567 22.991 21.475 21.052 20.013 19.797 19.546 19.333
 7379 201.6839870 -47.4862306 24.544 23.164 21.812 21.473 20.405 20.158 19.937 19.684
 7380 201.6816777 -47.4861973 24.387 22.995 21.507 21.248 20.197 19.978 19.716 19.450
 7381 201.6764404 -47.4862104 22.891 21.793 20.735 20.696 19.785 19.569 19.337 19.098
 7382 201.6673241 -47.4862235 23.652 22.390 21.260 21.062 20.071 19.887 19.663 19.371
 7383 201.6590947 -47.4862365 23.310 22.049 20.810 20.691 19.715 19.519 19.302 19.023
 7384 201.7312448 -47.4861151 21.660 20.692 19.723 19.764 18.961 18.742 18.541 18.333
 7385 201.6976860 -47.4861544 20.701 19.871 19.159 19.200 18.463 18.319 18.110 17.904
 7386 201.6938709 -47.4861634 21.272 20.377 19.559 19.634 18.863 18.698 18.476 18.263
 7387 201.6908496 -47.4861697 20.934 20.112 19.332 19.404 18.653 18.488 18.281 18.067
 7388 201.6878055 -47.4861830 22.966 21.821 20.748 20.739 19.799 19.602 19.333 19.099
 7389 201.6739828 -47.4862043 20.713 19.913 19.142 19.193 18.466 18.305 18.096 17.896
 7390 201.6699477 -47.4861953 21.729 20.789 19.912 19.912 19.124 18.942 18.737 18.521
 7391 201.6593181 -47.4862095 20.929 20.105 19.297 19.370 18.621 18.439 18.251 18.014
 7392 201.7325213 -47.4860918 22.824 21.675 20.681 20.676 19.788 19.556 19.311 19.108
 7393 201.7301914 -47.4860876 17.504 17.441 17.791 19.202 19.318 19.343 19.302 19.503
 7394 201.7140601 -47.4861133 21.393 20.479 19.630 19.603 18.846 18.646 18.462 18.247
 7395 201.7038257 -47.4861361 24.153 22.799 21.279 21.171 20.145 19.917 19.688 19.405
 7396 201.6949676 -47.4861515 21.517 20.567 19.654 19.693 18.897 18.736 18.493 18.277
 7397 201.6929121 -47.4861443 21.444 20.485 19.642 19.586 18.817 18.632 18.426 18.208
 7398 201.6886272 -47.4861616 22.490 20.923 19.520 19.102 18.073 17.898 17.627 17.418
 7399 201.6842310 -47.4861690 23.599 22.248 20.974 20.813 19.799 19.624 19.357 19.107
 7400 201.6833589 -47.4861593 22.672 21.564 20.484 20.384 19.513 19.342 19.124 18.903
 7401 201.6801785 -47.4861738 23.925 22.657 21.398 21.168 20.201 19.978 19.717 19.486
 7402 201.6755336 -47.4861688 20.850 20.029 19.243 19.317 18.573 18.406 18.208 17.986
 7403 201.6691030 -47.4861741 20.628 19.793 19.005 18.999 18.264 18.110 17.899 17.687
 7404 201.7336235 -47.4860565 23.688 22.397 20.978 20.890 19.860 19.634 19.393 19.096
 7405 201.7161682 -47.4860916 22.711 21.576 20.482 20.535 19.645 19.427 19.183 18.970
 7406 201.7121784 -47.4861030 21.396 20.414 19.487 19.449 18.691 18.447 18.236 18.077
 7407 201.6897716 -47.4861236 21.809 20.868 19.963 20.028 19.214 19.041 18.820 18.577
 7408 201.6827191 -47.4861405 21.941 20.943 19.966 19.894 19.078 18.893 18.689 18.471
 7409 201.6806106 -47.4861429 24.169 22.829 21.268 21.040 20.008 19.789 19.537 19.281
 7410 201.6706198 -47.4861564 23.385 22.146 21.105 21.022 20.062 19.866 19.658 19.382
 7411 201.6525839 -47.4861876 22.348 21.316 20.394 20.372 19.571 19.367 19.155 18.941
 7412 201.7293788 -47.4860563 22.522 21.449 20.545 20.551 19.703 19.481 19.267 19.048
 7413 201.7175185 -47.4860778 22.597 21.611 20.578 20.572 19.696 19.466 19.240 19.024
 7414 201.7158239 -47.4860704 20.354 19.575 18.835 18.869 18.178 17.969 17.793 17.616
 7415 201.7145336 -47.4860792 23.088 21.987 20.914 20.823 19.889 19.685 19.459 19.233
 7416 201.7105611 -47.4860789 20.965 20.110 19.334 19.407 18.673 18.474 18.275 18.089
 7417 201.7101414 -47.4861071 22.705 21.629 20.484 20.516 19.621 19.404 19.173 18.945
 7418 201.7055384 -47.4860886 22.891 21.778 20.744 20.616 19.687 19.479 19.223 18.990
 7419 201.6994367 -47.4860915 21.495 20.525 19.638 19.568 18.827 18.599 18.401 18.224
 7420 201.6974496 -47.4861104 21.904 20.958 19.974 20.101 19.212 19.022 18.763 18.585
 7421 201.6920951 -47.4861071 23.181 21.991 20.780 20.802 19.838 19.642 19.385 19.146
 7422 201.6900035 -47.4861128 21.360 20.443 19.570 19.625 18.845 18.665 18.450 18.235
 7423 201.6797885 -47.4861274 22.778 21.489 20.304 20.071 19.165 18.972 18.753 18.531
 7424 201.6788771 -47.4861270 22.011 21.017 20.109 20.093 19.285 19.090 18.885 18.664
 7425 201.6759541 -47.4861344 20.868 20.028 19.219 19.283 18.541 18.365 18.169 17.946
 7426 201.7210219 -47.4860349 20.980 20.128 19.287 19.365 18.587 18.398 18.205 17.999
 7427 201.7188719 -47.4860420 20.763 19.942 19.158 19.182 18.455 18.264 18.072 17.885
 7428 201.7186748 -47.4860470 21.557 20.727 19.884 19.962 19.192 19.005 18.773 18.590
 7429 201.7170750 -47.4860500 21.747 20.843 19.952 20.028 19.233 19.025 18.818 18.614
 7430 201.7149266 -47.4860576 20.881 20.082 19.287 19.356 18.615 18.426 18.217 18.027
 7431 201.7048014 -47.4860624 21.679 20.757 19.889 19.951 19.156 18.977 18.772 18.531
 7432 201.6962625 -47.4860731 24.787 23.327 21.829 21.396 20.417 20.084 19.853 19.707
 7433 201.6934716 -47.4860932 21.772 20.806 19.974 19.981 19.197 19.007 18.796 18.588
 7434 201.6799434 -47.4860963 22.562 21.506 20.486 20.404 19.543 19.355 19.159 18.883
 7435 201.6776612 -47.4861063 20.499 19.722 18.960 19.004 18.280 18.118 17.915 17.697
 7436 201.6757015 -47.4861048 23.499 22.273 21.037 20.860 19.827 19.643 19.416 19.125
 7437 201.6645022 -47.4861229 20.586 19.791 19.060 19.079 18.370 18.200 18.016 17.798
 7438 201.6592250 -47.4861393 24.484 22.630 20.910 20.592 19.505 19.266 19.040 18.771
 7439 201.7317199 -47.4860045 24.093 23.199 22.200 21.874 20.783 20.556 20.305 20.062
 7440 201.7197016 -47.4860159 24.793 23.497 21.911 21.508 20.436 20.205 19.987 19.728
 7441 201.6980923 -47.4860541 22.920 21.810 20.615 20.669 19.712 19.531 19.295 19.050
 7442 201.6913043 -47.4860750 20.788 19.944 19.174 19.241 18.513 18.341 18.133 17.931
 7443 201.6911100 -47.4860646 22.560 21.502 20.487 20.518 19.635 19.445 19.203 18.963
 7444 201.6831006 -47.4860733 21.092 20.279 19.551 19.586 18.864 18.690 18.478 18.286
 7445 201.6695547 -47.4860926 22.737 21.653 20.501 20.518 19.622 19.424 19.187 18.948
 7446 201.7283439 -47.4859969 22.789 21.447 20.285 20.045 19.152 18.931 18.715 18.523
 7447 201.7203266 -47.4860067 23.631 22.334 21.137 20.918 19.988 19.767 19.510 19.314
 7448 201.7183821 -47.4860133 21.208 20.293 19.323 19.350 18.541 18.345 18.145 17.930
 7449 201.7118175 -47.4860202 23.900 22.497 21.388 21.214 20.241 20.008 19.771 19.543
 7450 201.7114317 -47.4860275 24.961 23.423 21.935 21.531 20.476 20.243 20.000 19.752
 7451 201.7094755 -47.4860144 21.085 20.212 19.412 19.499 18.715 18.546 18.339 18.115
 7452 201.7084725 -47.4860291 22.643 21.537 20.534 20.537 19.656 19.445 19.217 18.986
 7453 201.6999233 -47.4860263 20.838 19.968 19.081 19.088 18.314 18.144 17.929 17.724
 7454 201.6943794 -47.4860452 22.960 21.817 20.709 20.674 19.720 19.559 19.345 19.015
 7455 201.6766546 -47.4860684 23.022 21.930 20.843 20.732 19.812 19.611 19.384 19.137
 7456 201.6758176 -47.4860744 21.597 20.646 19.858 19.925 19.140 18.973 18.763 18.534
 7457 201.6646449 -47.4860881 21.328 20.417 19.581 19.671 18.895 18.709 18.517 18.301
 7458 201.7285689 -47.4859698 22.583 21.438 20.518 20.548 19.682 19.482 19.262 19.035
 7459 201.7167802 -47.4859787 22.017 21.069 20.092 20.165 19.336 19.136 18.927 18.702
 7460 201.6961264 -47.4860174 22.007 21.030 20.197 20.193 19.378 19.187 18.967 18.758
 7461 201.6918569 -47.4860324 23.889 22.546 21.349 21.252 20.279 20.052 19.798 19.551
 7462 201.6518780 -47.4860693 21.694 20.723 19.837 19.829 19.048 18.840 18.639 18.416
 7463 201.7215285 -47.4859566 22.270 21.244 20.263 20.311 19.456 19.204 18.982 18.839
 7464 201.7189917 -47.4859590 21.750 20.782 19.902 19.918 19.127 18.925 18.714 18.504
 7465 201.7173548 -47.4859741 24.577 23.050 21.634 21.420 20.340 20.115 19.891 19.595
 7466 201.7158861 -47.4859633 23.530 22.278 21.162 21.060 20.126 19.883 19.651 19.426
 7467 201.7145163 -47.4859815 24.595 23.217 21.746 21.416 20.365 20.146 19.899 19.680
 7468 201.7089389 -47.4859841 20.615 19.817 19.057 19.117 18.387 18.222 18.017 17.797
 7469 201.7045927 -47.4859913 24.731 23.798 21.926 21.614 20.481 20.236 19.990 19.691
 7470 201.6916440 -47.4860058 22.490 21.442 20.528 20.516 19.650 19.426 19.175 18.982
 7471 201.6802431 -47.4860299 23.825 22.512 21.154 21.032 20.056 19.823 19.582 19.321
 7472 201.6782622 -47.4860353 23.569 22.306 21.047 20.903 19.916 19.721 19.472 19.204
 7473 201.6745428 -47.4860201 22.867 21.715 20.795 20.753 19.854 19.671 19.455 19.210
 7474 201.6741710 -47.4860308 21.618 20.709 19.903 19.964 19.180 18.999 18.792 18.572
 7475 201.6708439 -47.4860232 21.975 21.040 20.177 20.216 19.426 19.237 19.041 18.798
 7476 201.6624585 -47.4860445 21.101 20.246 19.412 19.488 18.741 18.542 18.357 18.153
 7477 201.7194329 -47.4859389 24.274 22.845 21.391 21.229 20.179 19.969 19.756 19.465
 7478 201.7116568 -47.4859549 23.124 21.955 20.792 20.771 19.833 19.617 19.393 19.124
 7479 201.7114500 -47.4859453 23.468 22.228 21.000 20.924 20.006 19.705 19.485 19.297
 7480 201.7109767 -47.4859657 20.734 19.918 19.152 19.239 18.517 18.325 18.123 17.936
 7481 201.7104896 -47.4859569 21.511 20.596 19.756 19.827 19.036 18.844 18.655 18.439
 7482 201.7086116 -47.4859513 21.876 20.925 20.070 20.090 19.256 19.097 18.878 18.649
 7483 201.6984974 -47.4859770 21.543 20.640 19.762 19.850 19.044 18.864 18.640 18.434
 7484 201.6927121 -47.4859747 25.300 24.101 22.200 21.851 20.702 20.426 20.172 19.860
 7485 201.6898808 -47.4859861 21.504 20.637 19.799 19.822 19.068 18.878 18.662 18.467
 7486 201.6846373 -47.4859895 22.010 20.995 20.074 20.157 19.300 19.130 18.918 18.672
 7487 201.6619701 -47.4860298 21.127 20.266 19.448 19.520 18.766 18.586 18.417 18.174
 7488 201.6551275 -47.4860374 22.940 21.592 20.351 20.085 19.174 18.959 18.756 18.540
 7489 201.7292356 -47.4859143 21.884 20.963 20.040 20.043 19.235 19.054 18.853 18.634
 7490 201.7206868 -47.4859173 23.777 22.365 21.198 21.125 20.185 19.956 19.733 19.472
 7491 201.7148009 -47.4859373 21.451 20.589 19.736 19.806 19.025 18.827 18.621 18.419
 7492 201.6932989 -47.4859721 20.309 19.503 18.778 18.823 18.121 17.952 17.750 17.557
 7493 201.6910389 -47.4859596 20.512 19.634 18.840 18.816 18.078 17.927 17.697 17.490
 7494 201.6893380 -47.4859774 21.614 20.694 19.834 19.845 19.081 18.897 18.677 18.474
 7495 201.6679673 -47.4860009 22.024 21.076 19.987 19.983 19.107 18.921 18.705 18.473
 7496 201.6588375 -47.4860095 20.394 19.612 18.912 18.919 18.244 18.060 17.876 17.670
 7497 201.7186761 -47.4858923 22.027 21.060 20.207 20.239 19.439 19.243 19.014 18.815
 7498 201.7173893 -47.4858995 22.189 21.204 20.265 20.293 19.474 19.291 19.033 18.826
 7499 201.7108515 -47.4859087 21.839 20.870 20.023 20.032 19.230 19.051 18.847 18.628
 7500 201.6937877 -47.4859423 22.181 21.120 20.163 20.098 19.264 19.094 18.838 18.654
 7501 201.6925794 -47.4859346 24.042 22.782 21.413 21.155 20.137 19.944 19.693 19.429
 7502 201.6813386 -47.4859571 20.733 19.860 19.069 19.061 18.289 18.154 17.948 17.698
 7503 201.6734656 -47.4859704 22.922 21.761 20.647 20.664 19.723 19.541 19.317 19.044
 7504 201.6509503 -47.4860000 21.924 20.942 19.914 19.814 19.000 18.827 18.626 18.397
 7505 201.7281648 -47.4858639 20.761 19.960 19.174 19.232 18.502 18.315 18.121 17.924
 7506 201.7216968 -47.4858772 20.923 20.071 19.274 19.263 18.484 18.324 18.131 17.936
 7507 201.7212066 -47.4858883 21.754 20.795 19.943 19.923 19.128 18.928 18.731 18.527
 7508 201.7125765 -47.4858880 21.712 20.777 19.990 20.032 19.256 19.046 18.835 18.655
 7509 201.6928416 -47.4859118 20.587 19.793 19.037 19.097 18.375 18.202 17.994 17.800
 7510 201.6856732 -47.4859427 24.727 23.224 21.545 21.330 20.200 19.962 19.685 19.422
 7511 201.6720598 -47.4859515 21.411 20.540 19.647 19.705 18.907 18.723 18.518 18.290
 7512 201.6698818 -47.4859448 23.069 21.744 20.532 20.284 19.354 19.153 18.930 18.721
 7513 201.6688790 -47.4859495 21.905 20.671 19.455 19.216 18.316 18.140 17.908 17.693
 7514 201.6636017 -47.4859573 20.233 19.469 18.734 18.783 18.078 17.905 17.751 17.518
 7515 201.7324626 -47.4858362 22.916 21.746 20.691 20.612 19.696 19.497 19.271 19.023
 7516 201.7197029 -47.4858536 23.724 22.474 21.390 21.283 20.358 20.136 19.912 19.673
 7517 201.7170784 -47.4858595 23.908 22.612 21.276 21.030 20.086 19.845 19.627 19.417
 7518 201.7148895 -47.4858774 21.180 20.336 19.549 19.614 18.888 18.695 18.494 18.298
 7519 201.6987411 -47.4858835 24.834 23.441 21.764 21.572 20.434 20.211 19.946 19.659
 7520 201.7290724 -47.4858324 23.855 22.540 21.140 21.017 20.008 19.776 19.519 19.308
 7521 201.7269712 -47.4858175 23.642 22.355 21.107 21.047 20.036 19.804 19.565 19.322
 7522 201.7208050 -47.4858268 21.817 20.876 19.986 19.997 19.194 18.989 18.790 18.574
 7523 201.7177753 -47.4858356 24.373 22.789 21.528 21.241 20.238 20.006 19.776 19.554
 7524 201.7160739 -47.4858526 23.945 22.727 21.257 21.114 20.093 19.856 19.629 19.363
 7525 201.7154919 -47.4858411 22.932 21.840 20.699 20.550 19.648 19.454 19.242 19.022
 7526 201.7122534 -47.4858416 22.523 21.450 20.385 20.419 19.520 19.312 19.080 18.854
 7527 201.7090239 -47.4858611 24.636 23.218 21.565 21.365 20.288 20.042 19.796 19.526
 7528 201.6968655 -47.4858754 21.948 21.013 20.028 20.113 19.287 19.099 18.868 18.669
 7529 201.6951380 -47.4858794 23.677 22.377 21.160 21.012 20.028 19.799 19.568 19.308
 7530 201.6935108 -47.4858873 21.282 20.419 19.647 19.720 18.970 18.794 18.573 18.388
 7531 201.6801716 -47.4859018 23.325 22.109 21.005 20.797 19.885 19.638 19.400 19.195
 7532 201.6752186 -47.4858995 21.529 20.614 19.727 19.709 18.918 18.749 18.542 18.330
 7533 201.6530979 -47.4859274 21.690 20.711 19.759 19.769 18.976 18.765 18.563 18.354
 7534 201.6522440 -47.4859242 21.819 20.874 20.045 20.023 19.254 19.053 18.847 18.641
 7535 201.6517491 -47.4859244 22.952 21.795 20.767 20.653 19.781 19.564 19.348 19.139
 7536 201.7112368 -47.4858291 20.768 19.933 19.126 19.179 18.392 18.242 18.044 17.786
 7537 201.7010874 -47.4858579 21.512 20.595 19.812 19.878 19.104 18.924 18.688 18.507
 7538 201.6967033 -47.4858611 21.912 20.943 20.034 20.086 19.264 19.069 18.870 18.596
 7539 201.6846213 -47.4858716 21.452 20.575 19.710 19.810 18.990 18.866 18.635 18.383
 7540 201.6681973 -47.4858819 24.073 22.695 21.312 21.116 20.086 19.887 19.662 19.342
 7541 201.6624033 -47.4859011 21.534 20.637 19.727 19.797 18.995 18.809 18.627 18.387
 7542 201.6532720 -47.4859088 20.779 20.003 19.264 19.318 18.607 18.426 18.228 18.033
 7543 201.6492899 -47.4859117 20.588 19.749 18.983 18.986 18.298 18.128 17.908 17.712
 7544 201.7215913 -47.4857889 24.930 23.225 21.594 21.411 21.625 20.120 19.894 20.766
 7545 201.7159909 -47.4858015 22.573 21.453 20.437 20.442 19.534 19.321 19.073 18.861
 7546 201.7113984 -47.4858178 24.235 22.877 21.282 21.163 20.111 19.881 19.623 19.422
 7547 201.7109016 -47.4858271 23.746 22.501 21.340 21.127 20.140 19.938 19.707 19.483
 7548 201.6989863 -47.4858200 20.290 19.484 18.743 18.730 18.003 17.850 17.636 17.410
 7549 201.6985154 -47.4858362 22.716 21.579 20.514 20.436 19.483 19.326 19.073 18.796
 7550 201.6832465 -47.4858458 20.868 20.081 19.286 19.373 18.617 18.459 18.255 18.037
 7551 201.6785917 -47.4858670 21.823 20.855 19.882 19.873 19.040 18.849 18.627 18.405
 7552 201.6779885 -47.4858680 24.846 23.293 21.784 21.428 20.402 20.202 19.974 19.743
 7553 201.7190460 -47.4857740 21.894 20.982 20.036 20.069 19.277 19.042 18.793 18.646
 7554 201.7123865 -47.4857786 24.009 22.541 21.362 21.203 20.196 19.970 19.736 19.470
 7555 201.6952817 -47.4858095 24.995 23.879 22.205 21.796 20.655 20.401 20.137 19.853
 7556 201.6939578 -47.4858208 21.005 20.155 19.397 19.408 18.627 18.447 18.232 18.011
 7557 201.6730268 -47.4858434 21.481 20.493 19.472 19.355 18.546 18.364 18.163 17.938
 7558 201.6601425 -47.4858598 23.880 22.415 21.358 21.296 20.030 19.779 19.565 19.269
 7559 201.7204656 -47.4857817 22.631 21.539 20.525 20.529 19.651 19.430 19.209 18.997
 7560 201.7192456 -47.4857598 23.765 22.379 21.268 21.128 20.173 19.948 19.741 19.477
 7561 201.7182379 -47.4857684 22.492 21.203 19.969 19.728 18.747 18.632 18.422 18.045
 7562 201.7115432 -47.4857667 21.555 20.570 19.582 19.494 18.675 18.496 18.300 18.056
 7563 201.7051626 -47.4857740 20.771 19.926 19.122 19.102 18.367 18.196 17.982 17.785
 7564 201.7040096 -47.4857772 21.778 20.836 20.011 20.066 19.285 19.113 18.892 18.658
 7565 201.6917525 -47.4857967 23.286 22.015 20.927 20.842 19.929 19.724 19.482 19.259
 7566 201.6829746 -47.4858080 21.690 20.741 19.872 19.889 19.072 18.909 18.684 18.468
 7567 201.7262302 -47.4857176 21.478 20.595 19.751 19.741 18.930 18.779 18.585 18.361
 7568 201.7161544 -47.4857390 24.302 22.876 21.597 21.373 20.377 20.159 19.928 19.651
 7569 201.7155428 -47.4857703 23.214 22.057 20.922 20.787 19.902 19.677 19.472 19.250
 7570 201.7081713 -47.4857510 21.302 20.409 19.627 19.631 18.862 18.686 18.482 18.257
 7571 201.7042546 -47.4857689 21.612 20.717 19.898 19.970 19.164 18.990 18.783 18.545
